02-22-2014 08:27:24:100,INFORMATION,NULL,SFS Task,MXP,System Start
02-22-2014 08:27:24:100,INFORMATION,NULL,SFS Task,MXP,Build 1.02m
02-22-2014 08:27:24:100,INFORMATION,NULL,SFS Task,MXP,Boot Loader Revision 1.0.9.1
02-22-2014 08:27:38:940,INFORMATION,NULL,Initialization_Task,MXP,Power On Self Test: SFP device is not connected.
02-22-2014 08:27:38:940,INFORMATION,NULL,Initialization_Task,MXP,Power On Self Test: Success.
02-22-2014 08:26:05:230,INFORMATION,NULL,SFS Task,ICU,System Start
02-22-2014 08:26:30:540,WARNING,1025,RemoteSystemStat_task,MXP,Invalid GPS String: ON
02-22-2014 08:26:05:230,INFORMATION,NULL,SFS Task,ICU,Build 1.02m
02-22-2014 08:26:30:960,ERROR,1038,LinkClient_task,MXP,System Serial Number Mismatch: ON
02-22-2014 08:26:31:080,ERROR,1038,RemoteSystemStat_task,MXP,System Serial Number Mismatch: ON
02-22-2014 08:26:05:230,INFORMATION,NULL,SFS Task,ICU,Boot Loader Revision 1.0.9.1
02-22-2014 08:26:18:250,INFORMATION,NULL,Initialization_Task,ICU,Power On Self Test: Success.
02-22-2014 08:26:24:720,INFORMATION,NULL,TemperatureMonitor_task,ICU,Temperature of the day:21.5°C:18.1°C
02-22-2014 08:27:15:740,INFORMATION,1101,CLI_LinkComm_task,MXP,Initializing: OFF
02-22-2014 08:28:15:740,INFORMATION,1031,RemoteSystemStat_task,MXP,AGC Below Threshold: ON
02-22-2014 08:29:05:240,WARNING,1025,RemoteSystemStat_task,MXP,Invalid GPS String: OFF
02-22-2014 08:47:42:480,INFORMATION,NULL,webs_req_task1,MXP,SET ANTENNA TRACKING OFF set by Dealer
02-22-2014 08:47:49:720,ERROR,1001,RemoteSystemStat_task,MXP,Stability Limit Error: ON
02-22-2014 08:47:53:660,ERROR,1001,RemoteSystemStat_task,MXP,Stability Limit Error: OFF
02-22-2014 08:48:13:050,INFORMATION,NULL,webs_req_task0,MXP,SET STATUS SYSTEM TX_MUTE ON set by Dealer
02-22-2014 08:48:19:250,INFORMATION,NULL,webs_req_task0,MXP,SET STATUS SYSTEM TX_MUTE OFF set by Dealer
02-22-2014 08:54:40:170,INFORMATION,NULL,webs_req_task0,MXP,SET SATELLITE LON 1.0 W set by Dealer
02-22-2014 08:54:43:500,INFORMATION,NULL,webs_req_task0,MXP,SET SATELLITE FREQ 1587.000 set by Dealer
02-22-2014 08:54:43:520,INFORMATION,NULL,webs_req_task0,MXP,SET SATELLITE BAND 1 set by Dealer
02-22-2014 08:54:43:540,INFORMATION,NULL,webs_req_task0,MXP,SET SATELLITE DESCRIPTION 1002 ME set by Dealer
02-22-2014 08:54:43:770,INFORMATION,1031,RemoteSystemStat_task,MXP,AGC Below Threshold: OFF
02-22-2014 08:54:43:880,INFORMATION,1031,RemoteSystemStat_task,MXP,AGC Below Threshold: ON
02-22-2014 09:01:13:980,INFORMATION,1033,webs_req_task0,MXP,Software Update In Progress: ON
02-22-2014 09:02:32:400,INFORMATION,1033,webs_req_task0,MXP,Software Update In Progress: OFF
